age,income,credit_sum,loans_count,credit_history,delay_ratio,employment_years,target
37,24407,179730,5,0.63,0.16,28,1
27,33483,76238,2,0.057,0.162,18,1
53,230716,259368,0,0.376,0.108,29,0
30,23427,205803,6,0.482,0.093,7,1
33,110618,487391,3,0.48,0.119,8,1
59,194514,97227,2,0.876,0.047,10,0
67,92113,214520,0,0.449,0.178,31,0
52,131271,451091,7,0.649,0.0,10,1
65,35323,405572,5,0.772,0.065,13,1
62,201692,384606,2,0.601,0.097,5,0
43,164033,267734,4,0.399,0.133,9,1
58,215138,437884,3,0.307,0.146,34,1
35,217998,119741,2,0.612,0.204,4,0
41,97439,406719,2,0.747,0.105,36,1
45,24671,294405,0,0.582,0.05,33,0
67,96392,181478,7,0.685,0.09,37,1
62,49139,116850,7,0.889,0.078,24,1
43,140324,265599,6,0.626,0.136,27,1
51,49401,11483,2,0.335,0.025,33,1
28,231646,360212,7,0.508,0.088,28,1
59,156534,125589,2,0.706,0.214,22,0
46,74462,200717,6,0.463,0.113,16,1
45,231489,104640,0,0.726,0.026,34,0
57,195876,238040,2,0.49,0.076,12,0
50,117875,191751,4,0.55,0.0,22,1
21,49429,101997,7,0.447,0.096,2,1
32,95794,445412,2,0.524,0.215,25,1
27,152241,382103,3,0.532,0.017,5,1
56,194972,200048,6,0.259,0.0,2,1
19,76552,38242,3,0.434,0.054,11,1
28,189503,424141,5,0.315,0.164,26,1
49,81466,351496,3,0.439,0.219,32,1
54,72987,282250,0,0.381,0.131,23,0
44,120049,306272,2,0.652,0.01,26,0
62,52794,13731,4,0.654,0.098,9,1
65,110094,242186,0,0.584,0.225,4,0
24,99085,102480,1,0.31,0.078,4,1
67,80809,329149,7,0.485,0.11,3,1
49,197266,466326,0,0.298,0.117,13,0
51,92956,270100,1,0.478,0.0,29,0
22,178339,306044,4,0.597,0.17,2,1
50,184267,337052,4,0.649,0.16,13,1
55,171475,465477,1,0.571,0.0,24,0
48,78292,28711,0,0.689,0.007,2,0
22,209915,161958,7,0.539,0.032,21,1
45,70589,141496,4,0.465,0.152,15,1
66,80125,361115,4,0.631,0.047,36,1
55,220622,229471,0,0.636,0.128,19,0
25,94825,388292,1,0.421,0.087,20,1
67,178799,241480,0,0.557,0.105,34,0
67,24949,488092,7,0.456,0.135,29,1
26,159366,385820,6,0.199,0.119,21,1
59,219155,18906,4,0.566,0.099,26,1
39,181545,494345,5,0.306,0.123,16,1
48,151870,476596,1,0.549,0.115,27,0
41,214521,31272,7,0.27,0.085,12,1
58,85058,201879,4,0.392,0.07,12,1
69,103543,485577,4,0.435,0.232,33,1
59,31312,420616,7,0.68,0.069,16,1
66,179117,239456,0,0.42,0.196,21,0
67,185001,276909,3,0.339,0.052,4,1
22,191573,24528,0,0.555,0.157,13,0
31,190953,286678,3,0.467,0.225,26,1
55,44935,336510,2,0.619,0.076,21,1
48,171551,186095,3,0.348,0.053,12,1
20,194382,160313,5,0.532,0.07,1,1
22,62888,415951,2,0.87,0.099,21,1
45,126972,229850,0,0.464,0.123,13,0
50,229605,139366,1,0.528,0.097,36,0
26,112480,193662,5,0.251,0.071,1,1
26,191992,251198,4,0.372,0.237,27,1
24,139631,137154,7,0.569,0.086,15,1
47,169572,284485,7,0.451,0.057,10,1
18,162228,431999,1,0.592,0.158,28,0
47,167971,373835,5,0.564,0.159,20,1
42,198153,123356,0,0.302,0.199,2,0
42,227524,241101,0,0.652,0.235,24,0
53,84481,276414,6,0.314,0.124,7,1
45,233152,343338,3,0.385,0.08,34,1
55,162547,380649,7,0.534,0.0,9,1
57,154974,247794,0,0.735,0.034,31,0
65,92016,164376,4,0.349,0.115,13,1
59,112917,333067,2,0.522,0.017,12,1
44,168131,71617,7,0.523,0.0,0,1
43,100477,340330,5,0.599,0.105,36,1
30,82511,449190,6,0.678,0.154,22,1
49,207483,357626,2,0.439,0.083,5,1
25,112625,222484,7,0.652,0.163,1,1
66,166482,413416,6,0.7,0.143,11,1
61,22329,270783,6,0.768,0.18,19,1
24,33157,274954,3,0.575,0.252,1,1
58,214320,427539,7,0.524,0.283,14,1
24,48413,104706,5,0.429,0.151,12,1
55,202013,392081,0,0.281,0.068,34,0
22,226543,343024,7,0.458,0.104,16,1
43,128128,269226,0,0.517,0.21,4,0
52,222857,47787,5,0.484,0.037,9,1
55,115398,385208,1,0.59,0.201,33,0
39,238680,117287,7,0.282,0.088,0,1
65,70722,448792,5,0.473,0.116,5,1
58,115544,398157,6,0.799,0.043,0,1
28,106394,188180,5,0.649,0.007,1,1
52,199254,223184,4,0.592,0.08,36,1
55,25273,22504,6,0.559,0.191,39,1
35,209632,254041,2,0.445,0.051,29,0
56,20506,38390,4,0.237,0.213,3,1
64,89188,493824,2,0.569,0.06,27,1
60,155076,323661,0,0.133,0.025,30,0
57,49154,125234,7,0.451,0.118,31,1
50,130177,403822,3,0.499,0.148,29,1
32,249301,19580,0,0.433,0.113,27,0
59,208454,279166,6,0.826,0.111,17,1
36,22101,64572,7,0.774,0.212,2,1
45,154064,36678,5,0.655,0.107,32,1
34,155373,129805,2,0.361,0.067,37,1
34,31032,154235,6,0.788,0.021,20,1
26,167799,365700,5,0.593,0.189,17,1
67,137435,446501,2,0.359,0.07,36,1
25,175220,390152,2,0.505,0.077,18,1
22,84912,372534,7,0.644,0.174,14,1
66,75072,287089,7,0.41,0.244,35,1
46,187950,191878,5,0.521,0.118,37,1
40,184571,134972,0,0.547,0.09,8,0
56,53003,473436,1,0.335,0.1,11,1
37,65853,265653,2,0.459,0.068,12,1
24,152794,286525,4,0.346,0.075,6,1
55,209823,17329,6,0.63,0.075,34,1
27,62422,234411,6,0.364,0.164,38,1
46,66492,344082,2,0.544,0.094,20,1
67,204827,252610,0,0.291,0.195,28,0
66,178725,311005,2,0.33,0.092,16,1
36,227037,406755,1,0.323,0.074,39,0
58,199102,20680,7,0.457,0.189,38,1
49,239020,453151,0,0.527,0.102,29,0
42,59402,410335,6,0.555,0.091,35,1
25,78905,215754,5,0.234,0.102,5,1
37,70926,384079,0,0.475,0.203,35,0
51,28027,42599,5,0.387,0.121,17,1
69,198089,161029,4,0.58,0.187,8,1
18,170512,62808,0,0.46,0.084,37,0
55,35209,321334,1,0.488,0.176,33,1
62,61561,429529,2,0.388,0.117,5,1
67,59828,304731,1,0.759,0.162,26,0
40,109688,358662,4,0.307,0.168,35,1
24,122049,80158,4,0.44,0.034,27,1
32,82913,467668,1,0.516,0.105,19,1
62,233592,104697,0,0.462,0.167,1,0
63,65000,267905,5,0.385,0.178,19,1
51,147041,344771,3,0.228,0.188,22,1
24,117925,429757,2,0.396,0.107,33,1
24,106104,467440,2,0.356,0.208,8,1
42,209060,303373,0,0.752,0.054,8,0
48,244917,292379,6,0.84,0.0,37,1
19,16380,214395,6,0.492,0.081,33,1
53,123972,288228,4,0.289,0.184,22,1
46,43001,340673,2,0.611,0.024,17,1
18,116927,326874,1,0.353,0.0,24,1
22,160002,300243,2,0.418,0.0,6,1
41,111736,225883,7,0.406,0.152,9,1
55,87637,105922,0,0.425,0.0,21,0
60,88362,36544,6,0.447,0.138,16,1
40,85468,216178,2,0.303,0.077,7,1
33,91538,204286,2,0.395,0.046,21,1
68,102886,307947,6,0.653,0.03,26,1
41,176641,451123,7,0.495,0.114,32,1
34,37560,353755,7,0.519,0.047,25,1
41,24596,404423,2,0.165,0.1,24,1
18,136434,293273,4,0.642,0.128,22,1
33,175226,464437,2,0.397,0.143,4,1
44,75798,470376,1,0.669,0.165,15,0
65,62283,84887,3,0.523,0.112,18,1
56,161818,323250,0,0.416,0.026,20,0
58,105288,257919,1,0.248,0.133,11,1
46,187975,486288,4,0.826,0.146,29,1
23,49436,296516,5,0.62,0.087,21,1
38,43461,17813,2,0.629,0.08,12,1
69,144896,112863,4,0.773,0.273,18,1
20,107234,73465,6,0.534,0.009,28,1
63,186397,108475,7,0.703,0.135,0,1
53,133939,56945,4,0.428,0.173,13,1
32,98344,393196,1,0.611,0.076,8,0
58,52524,252124,5,0.405,0.088,12,1
61,53402,339207,1,0.424,0.072,26,1
20,192624,499955,1,0.515,0.1,8,0
23,68228,327121,2,0.31,0.163,21,1
52,133075,244819,2,0.549,0.086,15,1
69,207256,140823,1,0.453,0.318,2,0
19,225991,379706,0,0.202,0.068,35,0
52,77897,258317,7,0.431,0.196,23,1
25,40760,380883,5,0.448,0.138,11,1
51,197055,21304,5,0.628,0.108,20,1
50,176509,89935,0,0.543,0.203,39,0
22,92831,73673,6,0.717,0.0,6,1
53,154488,343877,2,0.578,0.13,34,1
64,59352,263942,5,0.417,0.05,0,1
62,179660,165312,3,0.491,0.069,34,1
19,185917,161739,1,0.448,0.066,13,0
30,85351,307336,2,0.573,0.033,11,1
30,125108,483178,1,0.509,0.0,31,0
41,93506,497756,6,0.406,0.127,6,1
25,22350,241027,3,0.501,0.095,5,1
62,44917,338547,6,0.569,0.079,18,1
58,240586,50946,6,0.349,0.153,37,1
60,122167,473266,1,0.548,0.132,13,0
28,49722,18742,2,0.263,0.081,21,1
18,25403,177698,0,0.666,0.314,15,0
65,98050,365376,0,0.579,0.171,30,0
33,245962,485171,7,0.744,0.271,35,1
52,105426,94038,5,0.333,0.071,39,1
65,249873,333896,3,0.67,0.117,10,0
19,130016,102028,1,0.64,0.013,10,0
18,194529,34633,4,0.473,0.077,36,1
18,199579,217665,4,0.444,0.059,23,1
26,21618,292545,1,0.337,0.31,13,1
20,16431,139389,0,0.298,0.052,13,1
60,231781,486803,3,0.387,0.084,7,1
49,234130,312122,4,0.312,0.0,3,1
68,46167,224771,6,0.739,0.137,13,1
59,166807,247989,3,0.275,0.037,31,1
68,232077,237474,0,0.522,0.164,26,0
30,238402,64610,7,0.565,0.0,0,1
32,84648,307131,3,0.554,0.091,1,1
62,207086,394523,5,0.567,0.0,34,1
30,166888,216398,0,0.642,0.066,31,0
20,233041,218670,0,0.433,0.08,31,0
52,49479,456124,0,0.513,0.058,34,0
59,156235,309308,6,0.456,0.065,25,1
68,20755,155934,1,0.695,0.168,13,1
66,98967,11931,6,0.815,0.252,23,1
24,17680,413384,7,0.321,0.124,25,1
58,119084,316936,5,0.195,0.04,33,1
61,205605,316808,7,0.585,0.104,21,1
54,169637,148596,7,0.661,0.075,2,1
60,89465,101206,5,0.794,0.162,24,1
61,115328,252241,6,0.611,0.12,29,1
41,101349,381327,4,0.709,0.0,37,1
20,186943,155883,1,0.749,0.177,7,0
41,77559,268249,0,0.72,0.168,34,0
28,36584,498167,3,0.632,0.205,0,1
23,134081,117487,3,0.308,0.064,29,1
24,210046,123112,2,0.499,0.121,12,0
54,127127,125615,0,0.545,0.017,4,0
44,62984,457301,4,0.485,0.096,13,1
46,25824,269095,3,0.494,0.128,22,1
56,236827,459803,7,0.735,0.055,7,1
46,193770,474400,7,0.386,0.124,22,1
50,51553,216290,4,0.62,0.112,28,1
22,32373,36913,6,0.547,0.069,35,1
62,45353,158961,2,0.371,0.198,22,1
41,103484,276453,7,0.339,0.084,24,1
26,205790,196707,7,0.245,0.109,36,1
60,52570,11106,1,0.573,0.0,1,1
56,207394,494776,5,0.491,0.136,30,1
20,15444,158567,3,0.376,0.067,39,1
28,188608,313210,2,0.219,0.167,33,1
18,81367,473905,3,0.565,0.008,36,1
32,240724,276942,7,0.474,0.13,36,1
23,126823,350280,7,0.393,0.0,23,1
54,78576,27599,2,0.355,0.143,32,1
45,72087,351412,3,0.464,0.088,14,1
68,209262,425443,4,0.57,0.128,4,1
56,109704,459963,5,0.451,0.058,3,1
49,97729,51064,3,0.322,0.034,7,1
44,187882,121904,3,0.491,0.07,28,1
20,141288,33016,7,0.657,0.113,16,1
21,171001,459784,2,0.506,0.14,32,1
50,119716,144680,2,0.51,0.121,13,1
18,30040,270435,2,0.451,0.034,31,1
20,16374,243136,2,0.367,0.229,35,1
29,24189,347488,4,0.362,0.123,13,1
63,149998,448691,5,0.251,0.056,20,1
41,135701,168636,1,0.677,0.13,21,0
54,190663,397138,7,0.569,0.118,35,1
39,225239,152561,2,0.512,0.088,14,0
27,56019,106839,0,0.544,0.08,15,0
37,239962,62065,5,0.551,0.169,31,1
22,233939,192318,1,0.39,0.221,36,0
58,159745,284638,6,0.451,0.0,1,1
27,139643,392317,7,0.429,0.186,2,1
37,56515,425701,5,0.877,0.101,37,1
68,56887,268275,6,0.653,0.117,17,1
48,19385,210384,3,0.525,0.195,22,1
41,166797,95501,2,0.705,0.0,36,0
46,116788,457905,4,0.686,0.157,15,1
58,60101,204067,2,0.293,0.19,17,1
31,46454,384673,7,0.467,0.052,33,1
51,29930,316708,3,0.498,0.002,29,1
63,165625,466423,3,0.592,0.215,27,1
47,176049,486880,5,0.466,0.0,14,1
41,163434,356349,1,0.485,0.129,28,0
25,41013,334287,4,0.431,0.172,33,1
30,24719,77259,6,0.657,0.128,36,1
67,39961,17935,6,0.283,0.14,25,1
46,191625,277554,1,0.436,0.081,34,0
33,188886,355454,0,0.223,0.132,32,0
39,84285,375609,1,0.346,0.05,29,1
48,27972,132923,6,0.548,0.059,21,1
45,90137,256570,2,0.55,0.102,17,1
54,205295,432457,0,0.453,0.0,25,0
31,48702,56896,4,0.669,0.14,35,1
51,202094,198106,7,0.703,0.0,21,1
41,123883,472817,1,0.49,0.125,27,0
66,48227,107811,0,0.538,0.132,22,0
26,234464,165168,1,0.432,0.044,25,0
25,136819,239294,1,0.594,0.014,27,0
42,172814,347314,1,0.321,0.071,2,0
44,37706,135047,1,0.769,0.145,4,0
53,102336,398231,5,0.671,0.124,1,1
39,163654,125552,1,0.32,0.022,30,0
65,166658,190427,4,0.382,0.107,35,1
42,29788,290898,3,0.563,0.118,14,1
24,157004,15921,5,0.449,0.115,3,1
24,236953,385999,5,0.582,0.031,0,1
68,199800,337718,4,0.446,0.111,17,1
24,63816,419127,7,0.729,0.164,25,1
67,229461,144694,1,0.501,0.138,13,0
32,175480,204858,4,0.863,0.129,24,1
22,28382,450299,3,0.59,0.215,6,1
33,45148,42733,4,0.298,0.112,29,1
49,231495,250689,1,0.813,0.041,13,0
40,64255,247147,2,0.665,0.041,39,1
58,37738,229271,7,0.557,0.112,30,1
49,120973,222552,6,0.597,0.0,18,1
38,138517,376167,3,0.322,0.078,37,1
51,149677,106519,0,0.229,0.132,38,0
68,169833,446663,5,0.494,0.182,7,1
39,249732,449111,2,0.707,0.0,23,0
25,193421,97902,2,0.559,0.107,26,0
39,21092,487332,0,0.756,0.095,14,0
61,35814,138403,2,0.698,0.103,39,1
29,15073,35356,1,0.503,0.11,27,1
67,107880,205052,0,0.678,0.098,30,0
48,97336,399915,4,0.728,0.197,7,1
49,234382,423853,7,0.488,0.187,36,1
34,101046,326401,1,0.468,0.25,38,1
65,22203,407482,0,0.521,0.099,36,0
19,222701,138103,0,0.138,0.071,17,0
33,76164,440704,4,0.542,0.032,37,1
39,229456,321226,6,0.608,0.064,0,1
42,196995,75455,2,0.522,0.15,8,0
42,221923,73035,0,0.552,0.161,26,0
25,207634,140978,0,0.493,0.147,30,0
29,48647,44009,4,0.2,0.053,4,1
22,162152,148546,2,0.749,0.054,11,0
47,111844,496809,2,0.445,0.237,3,1
36,162762,127646,1,0.407,0.042,4,0
47,190283,321821,7,0.704,0.199,0,1
48,132724,488987,2,0.647,0.128,39,1
54,88463,134079,5,0.541,0.049,35,1
46,230338,351128,5,0.615,0.017,24,1
51,170860,230516,0,0.327,0.052,1,0
48,223102,149802,1,0.488,0.129,29,0
51,70728,475543,7,0.694,0.036,21,1
50,211990,331788,7,0.398,0.209,31,1
34,91003,224975,3,0.35,0.085,19,1
30,123214,407926,1,0.512,0.149,0,0
58,217200,451217,2,0.515,0.143,36,0
35,98358,392926,7,0.597,0.214,35,1
46,73869,435716,5,0.293,0.069,36,1
28,230154,167785,0,0.118,0.107,26,0
40,241616,178636,5,0.638,0.002,36,1
45,88103,124016,1,0.338,0.107,2,1
50,86970,351044,2,0.409,0.18,16,1
45,68503,403551,3,0.173,0.115,12,1
36,20529,333644,2,0.653,0.262,18,1
68,144927,303610,5,0.553,0.136,1,1
44,74901,387893,1,0.547,0.062,33,1
60,214534,98916,7,0.546,0.132,11,1
56,55233,189305,4,0.191,0.0,4,1
47,164289,356446,2,0.352,0.044,7,1
64,134104,35595,7,0.432,0.015,4,1
24,158802,456337,3,0.388,0.101,27,1
65,41488,93809,3,0.459,0.096,36,1
62,124640,395627,0,0.537,0.184,3,0
44,162121,312111,7,0.651,0.093,1,1
56,95121,425334,6,0.278,0.03,35,1
45,220601,389799,1,0.499,0.209,15,0
31,139440,262762,7,0.607,0.0,4,1
59,100191,380463,6,0.361,0.103,7,1
30,22242,179783,3,0.471,0.115,27,1
34,54595,296003,7,0.57,0.099,3,1
45,126999,458382,4,0.502,0.135,16,1
61,109005,51531,5,0.601,0.108,38,1
37,219805,184342,1,0.514,0.135,17,0
43,199702,18471,0,0.453,0.058,6,0
20,52357,271792,4,0.324,0.0,30,1
24,153999,393249,2,0.537,0.097,17,1
20,121785,28892,7,0.515,0.028,15,1
21,38768,279194,0,0.351,0.049,10,1
63,171489,213457,6,0.587,0.181,30,1
61,141238,393528,4,0.69,0.209,19,1
60,35552,117864,7,0.401,0.18,19,1
20,125000,89766,7,0.391,0.167,30,1
22,186941,56395,6,0.385,0.104,14,1
32,91871,209637,2,0.248,0.171,26,1
47,98869,248889,5,0.801,0.125,6,1
35,40887,460392,1,0.433,0.236,22,1
43,63019,238276,3,0.371,0.036,17,1
26,245561,94083,2,0.331,0.147,20,1
56,160887,352517,2,0.442,0.011,14,1
34,56370,40148,4,0.396,0.147,5,1
21,128446,179192,1,0.716,0.0,36,0
56,60294,330199,4,0.313,0.015,16,1
64,119044,134440,3,0.269,0.01,29,1
18,49211,301322,1,0.583,0.118,36,1
40,160418,232117,4,0.484,0.125,17,1
61,148995,476494,6,0.467,0.272,32,1
54,163857,150850,4,0.584,0.094,17,1
62,119262,454169,0,0.521,0.154,2,0
39,82204,316676,4,0.493,0.111,35,1
37,73645,377220,4,0.289,0.148,33,1
54,65559,92705,5,0.25,0.11,22,1
25,115914,19387,3,0.395,0.177,33,1
30,121093,368073,0,0.337,0.026,26,0
49,173277,245389,1,0.54,0.0,32,0
52,27322,161336,2,0.23,0.129,2,1
24,81199,449089,5,0.433,0.0,32,1
44,215366,169982,5,0.474,0.192,8,1
36,230082,222489,5,0.494,0.062,39,1
44,233762,364857,2,0.56,0.027,38,0
67,86991,481451,3,0.451,0.289,2,1
21,47225,450503,0,0.4,0.099,26,1
69,61572,329719,6,0.687,0.085,15,1
41,45990,64096,2,0.452,0.152,10,1
58,239323,63633,4,0.713,0.157,38,1
40,222596,349500,3,0.451,0.18,16,1
34,205481,259543,2,0.498,0.007,22,0
58,186503,75221,1,0.479,0.138,12,0
53,95637,350852,7,0.535,0.079,27,1
25,126786,471728,0,0.437,0.036,10,0
54,212736,42030,7,0.514,0.103,14,1
57,206376,414568,0,0.73,0.0,28,0
38,136921,178878,0,0.657,0.165,8,0
66,211827,204914,7,0.658,0.08,31,1
51,96486,361369,7,0.299,0.067,39,1
35,112172,130970,7,0.323,0.09,28,1
18,212308,86964,6,0.533,0.088,14,1
53,103459,482292,3,0.616,0.18,7,1
28,191758,180686,0,0.422,0.023,22,0
57,121522,93096,4,0.395,0.073,17,1
45,85000,348056,4,0.709,0.085,9,1
42,66426,116190,5,0.603,0.025,14,1
26,157569,390015,0,0.659,0.111,38,0
54,127719,44533,0,0.434,0.049,6,0
26,101806,264070,4,0.422,0.002,10,1
39,189641,207448,6,0.642,0.137,13,1
61,15247,478860,7,0.461,0.208,36,1
65,36665,265429,4,0.408,0.103,14,1
69,241026,463412,2,0.363,0.093,11,0
67,170929,131777,3,0.423,0.091,11,1
46,144162,241984,4,0.631,0.064,37,1
28,18462,408772,4,0.274,0.182,14,1
61,155631,88534,1,0.594,0.107,14,0
59,117177,464590,3,0.394,0.0,14,1
69,155974,388736,4,0.468,0.184,34,1
51,24635,341671,6,0.478,0.167,28,1
25,144400,129138,6,0.467,0.142,23,1
44,150799,410836,6,0.457,0.0,8,1
41,83161,422982,1,0.433,0.1,4,1
61,27810,153381,3,0.414,0.163,3,1
38,243320,297700,4,0.698,0.127,11,1
35,181705,39713,7,0.504,0.114,31,1
22,161092,203105,2,0.481,0.163,30,1
61,195265,83827,7,0.403,0.11,31,1
57,172666,282627,5,0.439,0.184,26,1
20,46582,278928,5,0.404,0.111,20,1
40,121876,271076,5,0.615,0.106,14,1
42,223837,341805,6,0.387,0.162,29,1
42,82647,463119,5,0.163,0.072,7,1
65,243469,106399,5,0.509,0.023,2,1
25,30122,115037,3,0.458,0.1,33,1
33,92719,115554,3,0.412,0.141,18,1
27,97304,464797,4,0.637,0.165,24,1
30,160093,55403,6,0.09,0.165,38,1
65,56382,25357,5,0.736,0.095,27,1
66,68848,88617,7,0.658,0.088,30,1
20,170590,386909,5,0.406,0.059,19,1
50,81888,294016,3,0.432,0.117,12,1
30,221565,460637,4,0.576,0.0,14,1
28,219495,110102,4,0.58,0.102,36,1
33,86147,203085,6,0.405,0.299,15,1
28,146587,282140,2,0.257,0.0,37,1
43,93227,45802,1,0.817,0.111,1,0
69,96044,460082,1,0.643,0.126,11,0
48,172535,404287,0,0.524,0.135,37,0
55,83884,80443,5,0.526,0.032,23,1
43,50078,423003,7,0.593,0.136,14,1
18,75892,229907,4,0.611,0.063,7,1
22,233417,174766,0,0.187,0.0,19,0
31,75940,473614,2,0.447,0.167,38,1
30,100503,264110,7,0.432,0.147,14,1
61,162772,121324,0,0.476,0.032,19,0
61,38781,406639,4,0.616,0.062,14,1
62,78087,360710,3,0.231,0.059,34,1
51,56050,104101,7,0.298,0.0,27,1
46,232225,341910,4,0.398,0.153,24,1
51,234195,318198,4,0.523,0.156,26,1
39,192597,144923,5,0.625,0.077,16,1
52,73073,221009,6,0.745,0.098,32,1
59,159857,421257,4,0.457,0.108,24,1
57,170633,95463,5,0.625,0.117,2,1
49,219303,363943,6,0.607,0.006,14,1
21,51698,417405,4,0.581,0.134,34,1
55,188019,469007,5,0.496,0.018,10,1
37,60613,169093,2,0.44,0.148,38,1
56,148642,140638,2,0.34,0.025,32,1
46,221620,467868,0,0.33,0.009,39,0
63,29587,236757,5,0.552,0.098,31,1
35,49787,288777,2,0.492,0.096,5,1
66,206085,261380,6,0.438,0.107,7,1
61,19406,262109,7,0.6,0.038,19,1
35,176004,316028,7,0.47,0.114,14,1
43,132789,217419,2,0.363,0.121,37,1
45,96451,202104,5,0.46,0.182,33,1
57,217740,206328,6,0.623,0.113,30,1
53,214505,331591,4,0.346,0.058,37,1
62,91607,410803,4,0.531,0.006,2,1
37,16040,282013,3,0.492,0.0,28,1
44,45118,341975,2,0.386,0.123,34,1
40,40230,212395,4,0.456,0.156,39,1
65,245824,389108,7,0.264,0.038,33,1
33,155269,202954,1,0.516,0.118,32,0
48,174033,216331,0,0.295,0.088,31,0
24,69262,37073,0,0.661,0.15,5,0
62,214912,138104,4,0.486,0.161,16,1
37,184827,371833,2,0.414,0.0,35,1
35,191752,52563,3,0.674,0.172,25,1
48,125037,119748,7,0.345,0.118,10,1
43,179086,390561,0,0.388,0.063,28,0
62,142852,437846,1,0.226,0.065,1,1
45,105372,213485,1,0.696,0.102,15,0
44,154706,209380,3,0.781,0.065,30,1
23,91219,259519,5,0.249,0.034,31,1
19,238918,387371,1,0.378,0.05,20,0
38,183485,239978,0,0.51,0.027,10,0
69,188661,94981,0,0.423,0.194,19,0
65,183427,221257,6,0.495,0.104,7,1
50,120360,134776,0,0.482,0.258,37,0
50,238388,345110,5,0.561,0.126,34,1
38,63847,79924,4,0.356,0.141,28,1
27,148635,308279,0,0.529,0.026,13,0
18,31312,73632,4,0.333,0.085,5,1
35,84235,486306,2,0.438,0.105,2,1
34,150018,323626,4,0.239,0.055,15,1
27,130039,78062,1,0.439,0.067,33,0
31,236172,479860,5,0.414,0.129,14,1
19,159222,291024,6,0.642,0.131,31,1
49,111696,307251,0,0.491,0.006,7,0
66,115281,40987,4,0.518,0.12,32,1
53,158724,101999,5,0.497,0.139,3,1
41,200916,405880,0,0.181,0.059,13,0
39,79984,239125,5,0.2,0.052,6,1
33,152384,311992,4,0.452,0.131,24,1
25,150059,493704,2,0.542,0.0,7,1
49,17217,219905,3,0.465,0.1,0,1
47,229501,196640,5,0.37,0.214,12,1
18,148912,403095,5,0.464,0.0,0,1
39,71888,42350,6,0.451,0.158,15,1
32,163896,232951,0,0.617,0.138,10,0
26,174286,428849,6,0.608,0.0,37,1
54,230086,121615,0,0.417,0.136,21,0
45,23007,158962,5,0.493,0.17,17,1
50,112224,241525,2,0.541,0.018,24,1
55,57336,46404,0,0.564,0.05,5,0
69,149999,44707,5,0.748,0.102,5,1
59,132877,133205,4,0.496,0.168,6,1
50,126624,449951,5,0.675,0.062,34,1
63,245776,118693,3,0.326,0.097,29,1
42,139939,368169,2,0.404,0.053,38,1
69,111588,218775,4,0.18,0.102,32,1
57,30816,382554,1,0.523,0.173,4,1
51,83057,171795,6,0.597,0.107,6,1
64,225861,438501,5,0.117,0.075,32,1
44,121142,191711,7,0.528,0.098,21,1
55,228946,397870,0,0.591,0.044,24,0
32,140167,417392,4,0.582,0.03,9,1
68,143794,221607,4,0.321,0.184,20,1
50,116020,336796,6,0.616,0.215,36,1
58,145790,68131,3,0.501,0.0,19,1
41,30671,253249,7,0.589,0.141,27,1
63,28525,192948,1,0.481,0.16,29,1
21,126806,477660,6,0.557,0.015,36,1
23,155518,467701,4,0.666,0.067,8,1
44,144453,393841,7,0.469,0.06,36,1
56,115850,475054,1,0.543,0.233,24,1
60,84095,488198,2,0.687,0.216,33,1
40,181625,386256,4,0.48,0.036,10,1
51,157107,300972,4,0.331,0.0,4,1
46,26074,110170,1,0.601,0.154,3,1
67,121309,409545,5,0.715,0.138,15,1
52,182058,105280,3,0.693,0.187,22,1
39,199280,100749,1,0.607,0.026,11,0
68,82420,441088,4,0.148,0.151,10,1
23,232368,66073,5,0.405,0.049,32,1
69,168150,79538,0,0.412,0.144,29,0
26,117852,260381,7,0.507,0.097,25,1
32,162374,296227,4,0.753,0.233,26,1
60,219808,32333,2,0.338,0.131,33,1
56,68307,195343,6,0.836,0.078,8,1
68,50336,120372,6,0.443,0.11,37,1
56,118506,157985,7,0.385,0.093,34,1
51,34722,98623,6,0.627,0.019,13,1
36,211373,341917,1,0.639,0.235,13,0
18,243053,241765,1,0.597,0.212,7,0
24,157314,480188,1,0.385,0.088,28,0
33,245264,14070,7,0.575,0.149,12,1
20,31153,391040,2,0.345,0.244,10,1
44,163647,455767,2,0.38,0.187,26,1
58,119083,248219,7,0.486,0.078,7,1
68,80180,352684,1,0.377,0.094,4,1
43,88266,225948,3,0.658,0.0,34,1
63,143117,301567,2,0.413,0.154,1,1
69,165786,454755,2,0.467,0.187,36,1
62,53542,269810,4,0.368,0.187,27,1
42,159422,293272,5,0.656,0.149,14,1
34,232737,493482,2,0.4,0.125,22,0
68,17443,253353,0,0.671,0.03,12,0
30,221414,94860,5,0.66,0.122,16,1
39,157808,344589,4,0.433,0.056,28,1
21,95421,349511,5,0.504,0.137,36,1
59,187689,126205,3,0.429,0.047,9,1
51,160179,367074,6,0.582,0.136,21,1
22,195651,41230,4,0.471,0.193,34,1
29,34102,166801,6,0.437,0.126,0,1
46,28859,429004,5,0.507,0.123,0,1
46,165873,312578,3,0.263,0.164,24,1
59,86359,307558,2,0.489,0.224,5,1
31,70993,314266,4,0.597,0.092,39,1
66,113999,90789,5,0.521,0.136,4,1
41,185425,481047,4,0.643,0.206,29,1
60,57246,156043,4,0.443,0.147,12,1
30,243700,395355,2,0.431,0.0,36,0
19,113872,495067,1,0.332,0.05,34,1
20,50386,128052,3,0.439,0.153,31,1
